No,Section,Page,Header,Emoji,English,Sinhala
7439,Characters,Animals & Nature,animal-mammal,🐖,pig | sow,ඊරි | ඌරා
7441,Characters,Animals & Nature,animal-mammal,🐗,boar | pig,ඌරා | බෝර් ඌරු මුහුණ
7443,Characters,Animals & Nature,animal-mammal,🐽,face | nose | pig,ඌරා | ඌරු නහය | නාසය | මුහුණ
7445,Characters,Animals & Nature,animal-mammal,🐏,Aries | male | ram | sheep | zodiac,බැටළුවා | මේෂ රාශිය | රාශි චක්‍රය
7447,Characters,Animals & Nature,animal-mammal,🐑,ewe | female | sheep,එළුවා | බැටළු දෙන | බැටළුවා
7449,Characters,Animals & Nature,animal-mammal,🐐,Capricorn | goat | zodiac,එළුවා | මකර රාශිය | රාශි චක්‍රය
7451,Characters,Animals & Nature,animal-mammal,🐪,camel | dromedary | hump,ඔටුුවා | මොල්ලිය | මොල්ලිය සහිත ඔටුවා
7453,Characters,Animals & Nature,animal-mammal,🐫,bactrian | camel | hump | two-hump camel,ඔටුවා | මොල්ලි දෙකේ ඔටුවා | මොල්ලිය | මොල්ලිි දෙකේ ඔටුවා
7455,Characters,Animals & Nature,animal-mammal,🦙,alpaca | guanaco | llama | vicuña | wool,ඇල්පකා | ගුවානෝකෝ | ලලාමා | ලොම් | වීකුන
7457,Characters,Animals & Nature,animal-mammal,🦒,giraffe | spots,ජිරාෆ් | තිත්
7459,Characters,Animals & Nature,animal-mammal,🐘,elephant,අලියා
7461,Characters,Animals & Nature,animal-mammal,🦣,extinction | large | mammoth | tusk | woolly,ඇත්දළ | මැමත් | ලොම් | වඳවීම | විශාල
7463,Characters,Animals & Nature,animal-mammal,🦏,rhinoceros,රයිනෝසිරස් | සතා
7465,Characters,Animals & Nature,animal-mammal,🦛,hippo | hippopotamus,හිපපොටේමස් | හිපෝ
7467,Characters,Animals & Nature,animal-mammal,🐭,face | mouse,මී මුහුණ | මීයා | මුහුණ
7469,Characters,Animals & Nature,animal-mammal,🐁,mouse,මීයා
7471,Characters,Animals & Nature,animal-mammal,🐀,rat,මීයා | ලොකු මීයා
7473,Characters,Animals & Nature,animal-mammal,🐹,face | hamster | pet,මුහුණ | සුරතල් සතා | හැම්ස්ටර්
7475,Characters,Animals & Nature,animal-mammal,🐰,bunny | face | pet | rabbit,මුහුණ | සුරතල් සතා | හා පැටිය | හා මුහුණ | හාවා
7477,Characters,Animals & Nature,animal-mammal,🐇,bunny | pet | rabbit,සුරතල් සතා | හා පැටියා | හාවා
7479,Characters,Animals & Nature,animal-mammal,🐿,chipmunk | squirrel,දඬුලේනා | ලේනා
7481,Characters,Animals & Nature,animal-mammal,🦫,beaver | dam,බීවර් | වේල්ල
7483,Characters,Animals & Nature,animal-mammal,🦔,hedgehog | spiny,ඉත්තෑවා | කටු සහිත
7485,Characters,Animals & Nature,animal-mammal,🦇,bat | vampire,වවුලා | වේශ්‍යාව | සතා
7487,Characters,Animals & Nature,animal-mammal,🐻,bear | face,මුහුණ | වළසා | වළස් මුහුණ
7489,Characters,Animals & Nature,animal-mammal,🐻‍❄,arctic | bear | polar bear | white,ආක්ටික් | වලසා | සුදු | හිම වලසා | හිම වලහා
7491,Characters,Animals & Nature,animal-mammal,🐨,face | koala | marsupial,කෝලා | වළසා
7493,Characters,Animals & Nature,animal-mammal,🐼,face | panda,පැන්ඩා | මුහුණ
7495,Characters,Animals & Nature,animal-mammal,🦥,lazy | sloth | slow,අලස | කම්මැලි | මන්දගාමී
7497,Characters,Animals & Nature,animal-mammal,🦦,fishing | otter | playful,දියබල්ලා | මසුන් ඇල්ලීම | සෙල්ලක්කාර
7499,Characters,Animals & Nature,animal-mammal,🦨,skunk | stink,උරුලෑවා | දුගඳ
7501,Characters,Animals & Nature,animal-mammal,🦘,joey | jump | kangaroo | marsupial,ඕස්ට්‍රේලියාව | කැන්ගරු | ජෝයි | පැනීම | සුන්බුන්
7503,Characters,Animals & Nature,animal-mammal,🦡,badger | honey badger | pester,කරදර කරනවා | බැජර් | මීපැණි බැජර්
7505,Characters,Animals & Nature,animal-mammal,🐾,feet | paw | paw prints | print,අඩි | අඩිය | අඩිි සලකුණ | සලකුණ
7507,Characters,Animals & Nature,animal-bird,🦃,bird | turkey,කළුකුමා | කුරුල්ලා
7509,Characters,Animals & Nature,animal-bird,🐔,bird | chicken,කිකිළි | කුකුල් මස් | කුරුල්ලා
7511,Characters,Animals & Nature,animal-bird,🐓,bird | rooster,කුකුළා | කුරුල්ලා
7513,Characters,Animals & Nature,animal-bird,🐣,baby | bird | chick | hatching,කුකුළු පැටියා | පැටියා | බිත්තරයෙන් එළියට එන කුකුළු පැටියා | බිත්තරයෙන් එළියට ඒම
7515,Characters,Animals & Nature,animal-bird,🐤,baby | bird | chick,කුරුල්ලා | පැටියා | බබා | ළදරු කුකුළු පැටියා
7517,Characters,Animals & Nature,animal-bird,🐥,baby | bird | chick | front-facing baby chick,ඉදිරියට මුහුණ පා සිටින ළදරු කුකුළු පැටියා | කුකුළු පැටියා | පැටියා
7519,Characters,Animals & Nature,animal-bird,🐦,bird,කුරුල්ලා
7521,Characters,Animals & Nature,animal-bird,🐧,bird | penguin,කුරුල්ලා | පෙන්ගුයින් | පෙන්ගුවින්
7523,Characters,Animals & Nature,animal-bird,🕊,bird | dove | fly | peace,ඉගිලීම | කුරුල්ලා | පරෙවියා | සාමය
7525,Characters,Animals & Nature,animal-bird,🦅,bird | eagle,උකුස්සා | කුරුල්ලා | රාජාලියා
7527,Characters,Animals & Nature,animal-bird,🦆,bird | duck,කුරුල්ලා | තාරාව
7529,Characters,Animals & Nature,animal-bird,🦢,bird | cygnet | swan | ugly duckling,කැත තාරාවා | කුරුල්ලා | හංසය පැටියා | හංසයා
7531,Characters,Animals & Nature,animal-bird,🦉,bird | owl | wise,කුරුල්ලා | පණ්ඩිතයා | බකමුහුණා
7533,Characters,Animals & Nature,animal-bird,🦤,dodo | extinction | large | Mauritius,ඩෝඩෝ | මොරිෂස් | වඳවීම | විශාල
7535,Characters,Animals & Nature,animal-bird,🪶,bird | feather | flight | light | plumage,පිහාටු
7537,Characters,Animals & Nature,animal-bird,🦩,flamboyant | flamingo | tropical,චිත්තාකර්ෂණීය | නිවර්තන | රණහංසයා
7539,Characters,Animals & Nature,animal-bird,🦚,bird | ostentatious | peacock | peahen | proud,ආඩම්බර | ඕස්ටන්ටෙයිසස් | කුරුල්ලා | මොනරා | සෙබඩ
7541,Characters,Animals & Nature,animal-bird,🦜,bird | parrot | pirate | talk,කථා කරන | කුරුල්ලා | ගිරවා | මුහුදු කොල්ලකාරයා
7543,Characters,Animals & Nature,animal-bird,🪽,angelic | aviation | bird | flying | mythology | wing,කුරුල්ලා | ගුවන් ගමන් | දේවදූත | පියාපත් | පියාසර කරනවා | පුරාවෘත්තය
7544,Characters,Animals & Nature,animal-bird,🐦‍⬛ -name,black bird,E15-011
7545,Characters,Animals & Nature,animal-bird,🐦‍⬛,bird | black | crow | raven | rook,E15-011
7547,Characters,Animals & Nature,animal-bird,🪿,bird | fowl | goose | honk | silly,කුකුළා | කුරුල්ලා | පාත්තයා | මෝඩ | හංසයන්ගේ හඬ | හෝන් කරනවා
7549,Characters,Animals & Nature,animal-amphibian,🐸,face | frog,ගෙඹි මුහුණ | මුහුණ
7551,Characters,Animals & Nature,animal-reptile,🐊,crocodile,කිඹුලා
7553,Characters,Animals & Nature,animal-reptile,🐢,terrapin | tortoise | turtle,ඉබ්බා | කැස්බෑවා
7555,Characters,Animals & Nature,animal-reptile,🦎,lizard | reptile,උරගයා | කටුස්සා
7557,Characters,Animals & Nature,animal-reptile,🐍,bearer | Ophiuchus | serpent | snake | zodiac,ඔපිකස් | නයා | භාරකරු | රාශි චක්‍රය | සර්පයා
7559,Characters,Animals & Nature,animal-reptile,🐲,dragon | face | fairy tale,මකර මුහුණ | මකරා | මුහුණ | සුරංගනා කථාව
7561,Characters,Animals & Nature,animal-reptile,🐉,dragon | fairy tale,මකරා | සුරංංඟනා කථාව
7563,Characters,Animals & Nature,animal-reptile,🦕,brachiosaurus | brontosaurus | diplodocus | sauropod,ඩිප්ලෝඩොකස් | බ්‍රචියෝසොසරස් | බ්රෝන්ටෝසොරස් | සාරූපෝඩ්
7565,Characters,Animals & Nature,animal-reptile,🦖,T-Rex | Tyrannosaurus Rex,ටිරානාශ්රෝරස් රෙක්ස් ටයිරාන්නොසෝරස් | ටී-රෙක්ස්
